,0
13602,1458403190
13603,1599638218
13604,1509503803
13605,414062158
13606,1675366662
13607,431857354
13608,298238290
13609,1468319201
13610,77590631
13611,1324130301
13612,612899425
13613,1516109291
13614,615466780
13615,299986830
13616,483497420
13617,333519039
13618,347267113
13619,261833311
13620,322064496
13621,437931889
13622,118494975
13623,371696773
13624,424170533
13625,326766684
13626,1372193663
13627,351548437
13628,1719055495
13629,1328366866
13630,1767763831
13631,2114927737
13632,1546082329
13633,1816247273
13634,1899696719
13635,3718570646
13636,485096859
13637,1714478079
13638,1772534755
13639,1583021023
13640,68751287
13641,2097065004
13642,615669673
13643,274834077
13644,135517363
13645,399138729
13646,1618796818
13647,420545907
13648,587351382
13649,1484147241
13650,290103343
13651,1468795804
13652,551672517
13653,473995530
13654,3579748720
13655,398114234
13656,2062471154
13657,69337856
13658,69337856
13659,120670566
13660,18246563
13661,63240854
13662,120670566
13663,18246563
13664,252934267
13665,35686000
13666,48252508
13667,119755733
13668,124061388
13669,16019343
13670,12884947
13671,119755733
13672,14254177
13673,42263029
13674,127845
13675,97698524
13676,135702127
13677,344966021
13678,10135764
13679,539888609
13680,42349835
13681,30857689
13682,36138528
13683,248907620
13684,17436417
13685,41776449
13686,9628506
13687,19262156
13688,89190215
13689,6509845
13690,122282396
13691,19262156
13692,41680915
13693,329606583
13694,101837139
13695,105908250
13696,336474357
13697,438478833
13698,361922706
13699,417237237
13700,1302681264
13701,292553205
13702,124784381
13703,42689902
13704,128613140
13705,3116204
13706,101998887
13707,267233124
13708,57986708
13709,538898762
13710,1561704686
13711,466594334
13712,1889543610
13713,1462221659
13714,78931216
13715,1645478866
13716,376041029
13717,534215747
13718,115103270
13719,1422144144
13720,559416982
13721,2014148605
13722,1906185304
13723,262851811
13724,549995780
13725,80860972
13726,68541278
13727,87916219
13728,63853013
13729,304594
13730,15432081
13731,53119513
13732,45360177
13733,65470722
13734,55550346
13735,103916045
13736,29933330
13737,40345274
13738,74579773
13739,40553091
13740,30115128
13741,48964287
13742,311114349
13743,17870068
13744,53082812
13745,79467761
13746,515742355
13747,444299472
13748,621958677
13749,490145720
13750,1404037717
13751,304751884
13752,451236124
13753,1404037717
13754,415289652
13755,481336063
13756,1404037717
13757,1293478909
13758,1356110893
13759,1835931571
13760,1404037717
13761,481353379
13762,495867561
13763,618103877
13764,316952658
13765,502597842
13766,557789639
13767,567310403
13768,258433478
13769,361422554
13770,1574180274
13771,538449059
13772,1302834059
13773,619785338
13774,497380887
13775,480770791
13776,1326572444
13777,128578889
13778,447662438
13779,429565971
13780,91724921
13781,577276395
13782,1539582249
13783,382414386
13784,557288292
13785,246176260
13786,1402564070
13787,1748291800
13788,125897033
13789,83456460
13790,429565971
13791,1335807807
13792,1362028169
13793,1673895005
13794,16029895
13795,58449346
13796,609458686
13797,16029895
13798,57020534
13799,1345598278
13800,437728595
13801,318538042
13802,53076454
13803,1667613858
13804,110495566
13805,1351551828
13806,344888726
13807,1767593556
13808,288024772
13809,370780105
13810,127389353
13811,453624010
13812,278829135
13813,1962101185
13814,101704556
13815,1517916587
13816,393566608
13817,332290954
13818,393566608
13819,557552955
13820,263705202
13821,1355735478
13822,1842889743
13823,1420937546
13824,1369085188
13825,118340683
13826,385189860
13827,297284062
13828,1758335946
13829,1674558040
13830,279727617
13831,551386341
13832,361098746
13833,1480811775
13834,3228652453
13835,1627728861
13836,53884823
13837,392336904
13838,346858990
13839,48117990
13840,516833237
13841,516833237
13842,132255315
13843,309835715
13844,325702122
13845,346858990
13846,124110620
13847,418713121
13848,86533113
13849,447348643
13850,467155004
13851,333570198
13852,294592221
13853,333570198
13854,262229370
13855,500669043
13856,1290813906
13857,309317783
13858,410232154
13859,1388121242
13860,451968350
13861,410232154
13862,1544599396
13863,1567082868
13864,263390384
13865,1637440681
13866,1463023026
13867,617686161
13868,82432436
13869,427804706
13870,331300010
13871,1729208498
13872,1993689653
13873,3340390391
13874,2080124455
13875,136340984
13876,3345116077
13877,264046174
13878,1993689653
13879,323553777
13880,122859742
13881,602763164
13882,261136261
13883,300345220
13884,258267838
13885,423293965
13886,284024012
13887,101630373
13888,8819277
13889,436957549
13890,1803427960
13891,333053491
13892,1484315551
13893,122859742
13894,314847478
13895,619141485
13896,529919631
13897,543581203
13898,363703705
13899,1330202882
13900,1379155732
13901,423706963
13902,423706963
13903,423706963
13904,1641633888
13905,559557839
13906,570275998
13907,315150071
13908,597626104
13909,86022204
13910,38372321
13911,44475602
13912,77590631
13913,3116204
13914,321684546
13915,66369446
13916,38517658
13917,80233087
13918,283694875
13919,295883456
13920,303560384
13921,3402179
13922,32067458
13923,38835905
13924,32503242
13925,45350515
13926,28531100
13927,104709044
13928,2849901
13929,332358
13930,97854346
13931,33118493
13932,31470387
13933,31906851
13934,16758884
13935,286192236
13936,497915450
13937,1842781259
13938,1518530676
13939,2121456124
13940,3231569916
13941,1689085893
13942,1836050204
13943,1617897124
13944,4914592382
13945,3531164105
13946,484974577
13947,1519278375
13948,1655956811
13949,1539522778
13950,3945256044
13951,1655956811
13952,109872685
13953,1894347100
13954,1429765140
13955,406335668
13956,1476335016
13957,1409209422
13958,1816476408
13959,3241912875
13960,306746882
13961,1956029528
13962,1824811203
13963,362783466
13964,270627135
13965,647189120
13966,1443382248
13967,1640681117
13968,1732866806
13969,569240621
13970,559968883
13971,1929044243
13972,401839647
13973,1770834141
13974,3378439804
13975,539774140
13976,3278542769
13977,485660929
13978,1363325676
13979,1435393705
13980,536346424
13981,1561988059
13982,42167839
13983,555203745
13984,110292832
13985,110159324
13986,507785378
13987,1758637805
13988,272132212
13989,317592625
13990,133022272
13991,629363084
13992,329517187
13993,319337509
13994,1932445001
13995,3295734376
13996,1422249514
13997,575447076
13998,476453071
13999,3383741494
14000,1837636668
14001,1422249514
14002,3328029148
14003,2141680078
14004,1422249514
14005,3284502008
14006,1422249514
14007,3327808814
14008,1838909700
14009,133889053
14010,87140846
14011,76101210
14012,74745262
14013,272498997
14014,129864048
14015,130581070
14016,263164515
14017,117202498
14018,96719809
14019,308414894
14020,307656222
14021,284177424
14022,1711532703
14023,412944781
14024,42164423
14025,98102767
14026,101545652
14027,61949670
14028,49215664
14029,40481157
14030,130029073
14031,1479808874
14032,1489361929
14033,2119000129
14034,1435443711
14035,347023517
14036,2016781299
14037,249313924
14038,493934389
14039,2116636455
14040,3279887852
14041,1720343692
14042,304456152
14043,1534485646
14044,130192314
14045,1915310062
14046,313457935
14047,44368225
14048,95525778
14049,20230646
14050,286835381
14051,91179942
14052,419515749
14053,70415933
14054,1399560111
14055,433705545
14056,1346215673
14057,131931596
14058,440232954
14059,544807823
14060,440232954
14061,400672175
14062,427191587
14063,1859589850
14064,339397690
14065,252049345
14066,1306861283
14067,622545221
14068,360743121
14069,548574441
14070,511480841
14071,529506434
14072,369015495
14073,1296128168
14074,57013299
14075,1647031115
14076,301249939
14077,37674755
14078,66590254
14079,109958982
14080,332140765
14081,119565846
14082,117353742
14083,72190859
14084,257312631
14085,73305524
14086,101778288
14087,72509305
14088,315068825
14089,401612411
14090,482980253
14091,372448475
14092,103715555
14093,1321416031
14094,1524484090
14095,323106608
14096,398022511
14097,247644069
14098,288542727
14099,275081610
14100,328213432
14101,1507194608
14102,391129288
14103,491792289
14104,1755087428
14105,2105793119
14106,530282543
14107,1515530556
14108,1493740816
14109,1576049245
14110,572156638
14111,2016357375
14112,2003208860
14113,576187266
14114,3285390357
14115,3229049987
14116,572156638
14117,1542515346
14118,1370798229
14119,574761546
14120,1580794560
14121,1311155159
14122,544285018
14123,1695679666
14124,1542515346
14125,1542515346
14126,1542515346
14127,1542515346
14128,3682309912
14129,45852380
14130,1301581033
14131,6315165
14132,55348883
14133,62112089
14134,9652070
14135,409788984
14136,32399294
14137,550716479
14138,34520099
14139,1788504408
14140,269454689
14141,552410028
14142,425354036
14143,17369593
14144,46247874
14145,3116204
14146,5312090
14147,134672180
14148,296336362
14149,274824715
14150,57624199
14151,115255067
14152,113508075
14153,283471469
14154,120693871
14155,289012048
14156,1380390473
14157,576759553
14158,573932825
14159,1503789135
14160,275059265
14161,452947059
14162,1492952262
14163,108709437
14164,3283920732
14165,367925401
14166,442213327
14167,406100
14168,112632999
14169,1301710058
14170,266770944
14171,500678299
14172,109194159
14173,3659951
14174,1395534402
14175,567049154
14176,559136374
14177,587676638
14178,280522299
14179,308029187
14180,480662750
14181,3659951
14182,91088694
14183,1605753127
14184,1517661337
14185,13848769
14186,46755563
14187,6555312
14188,70101997
14189,6322462
14190,30442306
14191,64165408
14192,29513946
14193,532289336
14194,56632343
14195,267056774
14196,1712136928
14197,561491805
14198,1712136928
14199,397804777
14200,578130147
14201,1831907798
14202,631352063
14203,1547296807
14204,578130147
14205,502506087
14206,1942354766
14207,578130147
14208,2030467659
14209,3355620636
14210,1925344596
14211,3388222947
14212,90060594
14213,64303210
14214,1924789135
14215,48708711
14216,536316476
14217,51273454
14218,341345837
14219,48708711
14220,48708711
14221,567623669
14222,62275688
14223,575471896
14224,385710845
14225,1819124998
14226,440156640
14227,453411249
14228,296852694
14229,498469190
14230,308197845
14231,475040655
14232,1490378030
14233,1697551753
14234,289389425
14235,550550270
14236,454057781
14237,114480141
14238,313363704
14239,542332096
14240,557841339
14241,119674443
14242,72159325
14243,2039308204
14244,450526562
14245,53302401
14246,126675373
14247,7767035
14248,16781526
14249,110744539
14250,45740633
14251,80414258
14252,39611695
14253,83613465
14254,10733699
14255,94296090
14256,35925464
14257,39615727
14258,136261467
14259,136261467
14260,65151056
14261,39992437
14262,82971481
14263,3200688
14264,107029043
14265,73753901
14266,37775288
14267,45577113
14268,34666773
14269,15955739
14270,116690542
14271,105093194
14272,79493678
14273,17758846
14274,65151056
14275,100183210
14276,330715883
14277,329983251
14278,45776700
14279,10046034
14280,529464329
14281,87353636
14282,58696168
14283,37880824
14284,582191897
14285,484909952
14286,408519750
14287,249996938
14288,252465617
14289,77303735
14290,289704469
14291,261451966
14292,297580745
14293,106835769
14294,41341264
14295,302460509
14296,477379424
14297,113762057
14298,269022522
14299,86776609
14300,274864483
14301,298382849
14302,286523153
14303,415727999
14304,515006497
14305,368195262
14306,6976993
14307,345703832
14308,263401703
14309,339375461
14310,252628305
14311,44292263
14312,343414150
14313,322581192
14314,347602692
14315,120658408
14316,133430606
14317,270421771
14318,567995792
14319,331274621
14320,364070583
14321,19500202
14322,59019
14323,44413218
14324,16161551
14325,61166983
14326,34827415
14327,39567848
14328,43867987
14329,28617994
14330,304573964
14331,61581189
14332,44703197
14333,57192301
14334,101523022
14335,100630567
14336,317744236
14337,469848615
14338,355694465
14339,133516260
14340,82955835
14341,416657201
14342,86462107
14343,1719253304
14344,63290291
14345,1298844536
14346,498264765
14347,132771260
14348,99112025
14349,1732294202
14350,267741623
14351,78125352
14352,535030331
14353,1595586542
14354,604220897
14355,613591
14356,42146164
14357,57533986
14358,40023197
14359,33237241
14360,288057973
14361,36514164
14362,54271570
14363,26254846
14364,6297944
14365,48606652
14366,50886534
14367,33323541
14368,288887406
14369,31272909
14370,34649880
14371,33495221
14372,17758535
14373,40073190
14374,7520723
14375,30623869
14376,34483173
14377,16513160
14378,13948155
14379,132725769
14380,9211968
14381,71073260
14382,113827111
14383,117876868
14384,88852633
14385,351187498
14386,1731806048
14387,113558449
14388,3287785822
14389,2004782769
14390,1705303658
14391,1681448063
14392,1375789128
14393,1656017039
14394,1789955857
14395,1501475980
14396,508889796
14397,1609464706
14398,333692002
14399,116263447
14400,36354856
14401,259238145
14402,356968998
14403,3242672500
14404,2100451635
14405,487874577
14406,590613389
14407,549896311
14408,258470899
14409,3235172587
14410,1643375262
14411,1516171766
14412,1940860418
14413,1534723968
14414,1418525306
14415,1434631895
14416,589279505
14417,3364117461
14418,39291071
14419,83563286
14420,35285224
14421,337643913
14422,18590405
14423,39432059
14424,70564837
14425,110682096
14426,47765276
14427,393558332
14428,110682096
14429,339696313
14430,134502178
14431,345823430
14432,1373911607
14433,53435951
14434,123137240
14435,15340548
14436,109252842
14437,392997699
14438,453294620
14439,38749147
14440,271349522
14441,1299499877
14442,18725121
14443,496747002
14444,321962376
14445,257415546
14446,1960843966
14447,564841724
14448,109033276
14449,290126073
14450,35579135
14451,449387704
14452,266916077
14453,66369446
14454,344740581
14455,42504293
14456,1380598104
14457,354222084
14458,1318535213
14459,55928518
14460,315071334
14461,261857451
14462,84854740
14463,38138871
14464,102923237
14465,57304390
14466,63690304
14467,358377126
14468,117131497
14469,18212876
14470,683730
14471,477148227
14472,50258193
14473,41512327
14474,1375331010
14475,1468214162
14476,310640804
14477,37849642
14478,47663428
14479,410176441
14480,310146865
14481,126400447
14482,31113582
14483,29330164
14484,305505364
14485,328178914
14486,335303625
14487,1605245352
14488,321948252
14489,127631940
14490,79721391
14491,86688008
14492,271611908
14493,258893418
14494,283471469
14495,444222004
14496,57351479
14497,123964045
14498,94567289
14499,65987267
14500,122950908
14501,397285360
14502,84976984
14503,1758578944
14504,1814026547
14505,302420056
14506,408736584
14507,90023871
14508,1622795179
14509,445635591
14510,432686405
14511,444967647
14512,315048211
14513,302420056
14514,342530551
14515,1777552369
14516,509603961
14517,1303032825
14518,1668737753
14519,1777552369
14520,412317010
14521,1732805368
14522,1317690422
14523,1446610278
14524,2025546338
14525,496592248
14526,247109645
14527,1668737753
14528,127474646
14529,9322670
14530,93361575
14531,314026405
14532,436161778
14533,1507974024
14534,124630807
14535,1476811364
14536,477666942
14537,1513398778
14538,288205967
14539,51243336
14540,417951489
14541,95561420
14542,504633849
14543,133146731
14544,1502967777
14545,1542159297
14546,397080427
14547,405610584
14548,323489469
14549,538237889
14550,331996932
14551,408409773
14552,1352263661
14553,2052121916
14554,3239536565
14555,385954817
14556,119037339
14557,582901358
14558,1554172536
14559,559429058
14560,1766629693
14561,84210654
14562,365362912
14563,365362912
14564,631485929
14565,365362912
14566,442496508
14567,479055568
14568,417321183
14569,29974904
14570,9786772
14571,249598630
14572,70429603
14573,50955493
14574,18375679
14575,50427213
14576,35312158
14577,6836245
14578,81449016
14579,65749681
14580,18895003
14581,1314562
14582,73772368
14583,113040319
14584,108946762
14585,18467281
14586,34715683
14587,34313533
14588,295449774
14589,295449774
14590,40752711
14591,36688345
14592,9582921
14593,538747181
14594,38690688
14595,266768363
14596,65852168
14597,30468222
14598,127086387
14599,100168254
14600,39084075
14601,65150526
14602,36101954
14603,16482155
14604,70943623
14605,46703027
14606,30737827
14607,18199340
14608,47949409
14609,345115203
14610,38213339
14611,250467323
14612,44639884
14613,2555262
14614,85912939
14615,60116412
14616,103799088
14617,16818290
14618,53692379
14619,363907727
14620,51536984
14621,34178034
14622,38403525
14623,11843104
14624,260407030
14625,32922484
14626,56892728
14627,2446765
14628,17533928
14629,327531489
14630,17521303
14631,35833527
14632,388636339
14633,63432487
14634,2446765
14635,271747827
14636,45687916
14637,3597262
14638,78646503
14639,63217743
14640,101070029
14641,2446765
14642,6836245
14643,39673205
14644,34313533
14645,7569355
14646,67755256
14647,62115721
14648,865416
14649,81292413
14650,17427806
14651,298281082
14652,105439458
14653,31988741
14654,556759667
14655,45088117
14656,8998226
14657,3055488
14658,15963030
14659,201586
14660,48736237
14661,46830209
14662,1008351
14663,31824244
14664,39029338
14665,31030286
14666,30442404
14667,31955287
14668,3082116
14669,27567192
14670,3043923
14671,61999579
14672,246037970
14673,14281190
14674,80542696
14675,59035657
14676,282824049
14677,1350726246
14678,423754884
14679,545784698
14680,1732482358
14681,636923533
14682,395662548
14683,108341959
14684,2002124039
14685,1426233862
14686,123030853
14687,1598341179
14688,581682620
14689,366799629
14690,601469549
14691,575477962
14692,1290761222
14693,429035686
14694,435837671
14695,435837671
14696,435837671
14697,1301586782
14698,1358623835
14699,504340900
14700,1358623835
14701,477424672
14702,72699610
14703,483962544
14704,1593414869
14705,1612065742
14706,1448060899
14707,327744449
14708,327744449
14709,1317659249
14710,1317659249
14711,17514407
14712,6790397
14713,61535998
14714,61765351
14715,53065092
14716,18821714
14717,40643976
14718,128392549
14719,56672811
14720,92813836
14721,102646929
14722,39275294
14723,117086932
14724,348249779
14725,586108130
14726,36832314
14727,113260536
14728,7744918
14729,63485030
14730,44075432
14731,1913090
14732,57996913
14733,45321596
14734,34041696
14735,279052514
14736,72145377
14737,18112810
14738,16681483
14739,256763344
14740,41211062
14741,109928383
14742,1368271791
14743,471806875
14744,630219199
14745,1994913436
14746,1311513501
14747,1490109500
14748,1313068042
14749,1315113508
14750,1678496890
14751,1350915230
14752,1472763115
14753,1864183296
14754,1790502599
14755,1367811313
14756,8791485
14757,69353322
14758,7141800
14759,329547940
14760,559907537
14761,527887653
14762,84527061
14763,129389617
14764,50858780
14765,80610780
14766,87676594
14767,96203003
14768,295704479
14769,364918976
14770,325781595
14771,327784001
14772,487114779
14773,267818840
14774,327784001
14775,127053607
14776,357663614
14777,326983567
14778,254701390
14779,389509808
14780,479862800
14781,70242568
14782,533748563
14783,270246243
14784,106543553
14785,58536963
14786,66426697
14787,32675884
14788,15951044
14789,1310714385
14790,47135393
14791,49138146
14792,452723542
14793,308479359
14794,52363160
14795,383177301
14796,73724227
14797,91657581
14798,263804592
14799,408230926
14800,16898775
14801,60537368
14802,49877588
14803,52363160
14804,49428054
14805,121912300
14806,3703631
14807,72208040
14808,53661479
14809,58523343
14810,52631164
14811,295022548
14812,324367103
14813,348362511
14814,490354716
14815,7821045
14816,52363160
14817,71599103
14818,75201203
14819,52363160
14820,65078071
14821,52363160
14822,55318177
14823,52363160
14824,18721673
14825,52363160
14826,348589122
14827,52363160
14828,1759374348
14829,119483814
14830,84467252
14831,51643594
14832,61497753
14833,324367103
14834,622167122
14835,497091095
14836,114626861
14837,1312795718
14838,69770516
14839,69770516
14840,81062601
14841,582493916
14842,70179368
14843,301499590
14844,409494889
14845,70516478
14846,9470770
14847,65168139
14848,41346169
14849,7867017
14850,46289704
14851,30690171
14852,17286304
14853,33347654
14854,33347654
14855,47432352
14856,33347654
14857,33347654
14858,320288027
14859,1511576568
14860,381932969
14861,96338423
14862,127823395
14863,500915548
14864,96338423
14865,269521544
14866,405537617
14867,377518334
14868,98910729
14869,400230812
14870,577303923
14871,391978980
14872,398691360
14873,583364755
14874,420395046
14875,102146606
14876,74494469
14877,125880291
14878,41464944
14879,653573
14880,295932019
14881,303511280
14882,265822033
14883,357343293
14884,128227920
14885,440095904
14886,375508829
14887,128108436
14888,402086753
14889,329291128
14890,1466104991
14891,333506635
14892,250310027
14893,267182248
14894,47177403
14895,128387737
14896,1387190483
14897,586889698
14898,1956027735
14899,1723610926
14900,1624357541
14901,280585632
14902,1318936896
14903,361903453
14904,1753539653
14905,88524578
14906,96148518
14907,38855792
14908,349697526
14909,594024215
14910,61068986
14911,332286504
14912,301663574
14913,38855792
14914,116072309
14915,316344609
14916,80555074
14917,1757078855
14918,80555074
14919,604523673
14920,41991812
14921,55494842
14922,44984753
14923,8909250
14924,30261053
14925,71030921
14926,44515397
14927,6686642
14928,57828534
14929,136146518
14930,40461276
14931,1329673940
14932,281880386
14933,555621546
14934,400460340
14935,50748529
14936,50748529
14937,50748529
14938,50748529
14939,33022104
14940,59477228
14941,44879824
14942,66145636
14943,20334132
14944,121566497
14945,320415118
14946,123891882
14947,81481370
14948,31410261
14949,33494431
14950,61003284
14951,42597617
14952,31258584
14953,61003284
14954,39193365
14955,3834438
14956,61003284
14957,61003284
14958,52089848
14959,61003284
14960,61003284
14961,3401136
14962,61003284
14963,29710992
14964,29710992
14965,29710992
14966,29710992
14967,76486186
14968,29710992
14969,29710992
14970,29710992
14971,31344067
14972,117153221
14973,101440713
14974,88694530
14975,31410049
14976,535267267
14977,335006571
14978,54027520
14979,46826497
14980,29627361
14981,47164096
14982,47164096
14983,47164096
14984,29832752
14985,6046530
14986,6046530
14987,20625645
14988,6046530
14989,6046530
14990,6046530
14991,40772097
14992,6046530
14993,356831825
14994,356831825
14995,376599853
14996,279562192
14997,83531460
14998,48115956
14999,258110601
15000,577019670
15001,308614943
15002,427555188
15003,413697188
15004,293937393
15005,381914516
15006,321055104
15007,267057113
15008,432547513
15009,371527747
15010,304150917
15011,320059555
15012,1622567549
15013,1858247448
15014,1878613366
15015,404664840
15016,3264320933
15017,2046020197
15018,367424422
15019,3284853433
15020,3301634947
15021,3986891406
15022,629357672
15023,3243012712
15024,473635822
15025,2118253010
15026,3912850767
15027,358815864
15028,537239735
15029,288462004
15030,263942229
15031,1666193925
15032,1739521054
15033,258221129
15034,57055987
15035,137661755
15036,1765356202
15037,288462004
15038,446299959
15039,604422190
15040,333684021
15041,1369179915
15042,104710203
15043,40101003
15044,352279326
15045,352337431
15046,52713871
15047,1822933334
15048,320110097
15049,1789747154
15050,1491607520
15051,292537660
15052,1524245086
15053,2123001155
15054,356610364
15055,1468399294
15056,1370966488
15057,568090255
15058,610868714
15059,1520287556
15060,2014878476
15061,1449224828
15062,12421173
15063,134271368
15064,42383467
15065,33719109
15066,284502290
15067,31839661
15068,51277477
15069,116262334
15070,129686102
15071,363756913
15072,299280732
15073,1324088247
15074,1609731683
15075,1604101752
15076,514392736
15077,111552939
15078,430275689
15079,259399065
15080,137516550
15081,255047460
15082,387457953
15083,319521268
15084,266916077
15085,290126073
15086,418789574
15087,101716836
15088,283473690
15089,1451558247
15090,313294613
15091,530540778
15092,1533185591
15093,15825940
15094,405016419
15095,620780771
15096,1656532627
15097,1598222468
15098,71604307
15099,1332833343
15100,1409575188
15101,1989568363
15102,1858995391
15103,246931566
15104,1637800247
15105,488056475
15106,380464506
15107,1445605517
15108,44431982
15109,39698432
15110,85639594
15111,49542032
15112,131043573
15113,324481480
15114,257813434
15115,270319459
15116,385319866
15117,300157946
15118,359790096
15119,64905245
15120,442758587
15121,1431723218
15122,72014767
15123,583039061
15124,552581157
15125,282186007
15126,267728982
15127,302487108
15128,2928531
15129,107648611
15130,102530289
15131,129587329
15132,30766295
15133,41198193
15134,367439172
15135,90991882
15136,353411334
15137,47335768
15138,81405981
15139,397956543
15140,397880499
15141,115759191
15142,600678276
15143,112108133
15144,303405009
15145,337296615
15146,1720837874
15147,610989577
15148,117859284
15149,3329053390
15150,1605504699
15151,1974271559
15152,1308478130
15153,1897073062
15154,1854556544
15155,1605464593
15156,542378020
15157,114319297
15158,241060
15159,30046555
15160,1858120
15161,1778066
15162,1778066
15163,39593414
15164,1778066
15165,282413
15166,49586409
15167,75058017
15168,547301745
15169,47516506
15170,327794813
15171,274367251
15172,1313786618
15173,361816832
15174,115905865
15175,466707040
15176,93297025
15177,113442640
15178,44491845
15179,280173437
15180,338937
15181,83519700
15182,274263584
15183,372471345
15184,280723149
15185,393512789
15186,377399379
15187,108993471
15188,270828355
15189,496925005
15190,357726734
15191,83519700
15192,291748302
15193,441980314
15194,79729188
15195,44247519
15196,491853021
15197,448207760
15198,1890307829
15199,423611508
15200,39758915
15201,437854915
15202,1833043377
15203,1921554424
15204,413536244
15205,1921554424
15206,358378726
15207,62852296
15208,317220817
15209,421796499
15210,416748535
15211,130061687
15212,248881851
15213,389772080
15214,473058096
15215,426359144
15216,364540413
15217,283289707
15218,373622242
15219,303525105
15220,579038238
15221,418472783
15222,354711467
15223,337322689
15224,16968157
15225,514022792
15226,546412754
15227,101977048
15228,274707589
15229,40891650
15230,247005547
15231,285966128
15232,377346934
15233,103754490
15234,415566152
15235,90066102
15236,382606640
15237,323413611
15238,273304276
15239,1327173144
15240,319565330
15241,561978726
15242,504410121
15243,516321657
15244,532497246
15245,325460951
15246,252240323
15247,424108903
15248,69665438
15249,36175955
15250,299350553
15251,295345564
15252,353807097
15253,424108903
15254,355745939
15255,301528103
15256,1593312090
15257,36175955
15258,33752915
15259,247191236
15260,288600
15261,30626527
15262,37608827
15263,37531671
15264,42753958
15265,20572000
15266,39879244
15267,16594488
15268,2639105
15269,432570324
15270,426910518
15271,508415992
15272,1697441431
15273,46470288
15274,42689902
15275,90066102
15276,122969642
15277,1294523448
15278,1436683524
15279,514843014
15280,1544426332
15281,1711619602
15282,514843014
15283,514843014
15284,390474563
15285,1608030256
15286,1645569145
15287,385686823
15288,627739099
15289,388555396
15290,1549718540
15291,569378519
15292,1837987375
15293,2624747
15294,62413136
15295,67079786
15296,54349652
15297,2158432
15298,129389988
15299,7323386
15300,29980138
15301,382280
15302,288049520
15303,2538413
15304,51268502
15305,2556187
15306,399405006
15307,81322075
15308,337604907
15309,316282488
15310,59786235
15311,262061412
15312,367447503
15313,441857076
15314,116518385
15315,369629694
15316,331853629
15317,319036611
15318,68885810
15319,373116070
15320,340245931
15321,356901449
15322,247407586
15323,47654248
15324,80896383
15325,43589492
15326,58014827
15327,29545394
15328,441927171
15329,38569622
15330,580589543
15331,622139749
15332,387024103
15333,10799804
15334,1729969925
15335,597981931
15336,602138058
15337,1574067979
15338,780771
15339,477987324
15340,389338826
15341,359463215
15342,256134309
15343,385820461
15344,61061497
15345,307565035
15346,274133246
15347,594950604
15348,301575173
15349,1874473108
15350,1731430299
15351,1311072911
15352,354496276
15353,129243145
15354,350102443
15355,415289652
15356,493778112
15357,529655238
15358,1298844536
15359,402086753
15360,324072922
15361,456350044
15362,90066102
15363,540962534
15364,567827805
15365,1917114594
15366,119599903
15367,320000336
15368,1525078804
15369,1474638440
15370,1757812861
15371,1864058385
15372,1594613166
15373,333513074
15374,1609402955
15375,1691345358
15376,501630213
15377,274875457
15378,485043425
15379,1379501154
15380,501442154
15381,1702118775
15382,2002616805
15383,1508858746
15384,8977921
15385,57597552
15386,50730038
15387,57251663
15388,28589729
15389,70677683
15390,77889030
15391,3053767
15392,136087294
15393,65222706
15394,62469109
15395,44603612
15396,70467964
15397,34560674
15398,34560674
15399,58102515
15400,247087947
15401,303259293
15402,32174916
15403,113640237
15404,45291672
15405,35437483
15406,99749274
15407,100953852
15408,123680197
15409,34692979
15410,80457292
15411,20058317
15412,3099390
15413,30632252
15414,2899472
15415,264643888
15416,360210196
15417,49258812
15418,40038702
15419,46756486
15420,36500976
15421,42975882
15422,45363385
15423,31850480
15424,17928954
15425,67017579
15426,567363633
15427,5791749
15428,1864226877
15429,1371310564
15430,1753631759
15431,436450832
15432,131704783
15433,394637126
15434,549470113
15435,355523126
15436,93812087
15437,61711774
15438,394637126
15439,280510088
15440,550007432
15441,262259403
15442,261721469
15443,301327315
15444,394637126
15445,1462997929
15446,120059260
15447,272553450
15448,117563744
15449,325082184
15450,96652556
15451,345860007
15452,301374553
15453,527934169
15454,353501308
15455,269983168
15456,18097421
15457,407310041
15458,555758990
15459,299375679
15460,130161419
15461,277672723
15462,62143229
15463,59391350
15464,38662563
15465,55513824
15466,325331392
15467,474212810
15468,367445128
15469,588560664
15470,39629968
15471,565226962
15472,83659385
15473,137423632
15474,305781391
15475,77699228
15476,290524055
15477,1842839486
15478,1752522258
15479,1558633593
15480,1476176825
15481,502335848
15482,56978617
15483,44828199
15484,5682215
15485,389930550
15486,41539811
15487,334351948
15488,433097439
15489,314728104
15490,364178335
15491,124089248
15492,480392149
15493,253083928
15494,129000504
15495,101716836
15496,431639423
15497,1299898202
15498,438251004
15499,269396404
15500,54786269
15501,262586558
15502,3524704
15503,57862598
15504,46996667
15505,317828765
15506,5798120
15507,1471537370
15508,88960586
15509,2010911591
15510,285944549
15511,262893508
15512,533425095
15513,500983969
15514,361373066
15515,42131342
15516,18067173
15517,45634778
15518,89588938
15519,60512770
15520,97233274
15521,3132702
15522,3460058
15523,48764313
15524,107009488
15525,1607307592
15526,2098229481
15527,565898555
15528,642327076
15529,253017060
15530,304502596
15531,92865767
15532,485880434
15533,249956949
15534,571731375
15535,344377882
15536,365828568
15537,382865659
15538,366079237
15539,417326081
15540,272070804
15541,103276699
15542,1335624421
15543,60026697
15544,327795234
15545,473006449
15546,32623619
15547,255165154
15548,454187064
