id,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,mfccs13,mfccs14,mfccs15,mfccs16,mfccs17,mfccs18,mfccs19,zero_crossings,spectral_centroids,spectral_rolloff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323302914,-104.38812255859375,66.93126678466797,3.1281540393829346,12.502747535705566,-11.465985298156738,3.82422137260437,3.82422137260437,-3.8133742809295654,-14.592809677124023,-2.5842885971069336,-12.00582504272461,-2.402956247329712,-8.903556823730469,3.5795159339904785,-8.045757293701172,5.176957607269287,-9.746585845947266,0.7177326679229736,-10.983226776123047,-1.5854753255844116,0.1695294600309275,2.124848825544011,4.274482306098189
5242888,-6.29286527633667,58.991939544677734,22.578245162963867,19.01093101501465,-0.3364589810371399,12.10365104675293,12.10365104675293,10.62198257446289,-7.430441379547119,5.394361972808838,-9.644462585449219,5.332041263580322,-7.204401969909668,4.395228862762451,-12.689733505249023,4.75973653793335,-9.03482723236084,5.672479629516602,-10.467198371887207,1.9273780584335327,0.17032284536359665,2.3187961717305066,5.144124284226874
1339031560,-18.361513137817383,57.436988830566406,-34.44040298461914,28.926250457763672,-16.978649139404297,14.4883394241333,14.4883394241333,11.618688583374023,-13.896770477294922,7.664007663726807,-6.334863185882568,5.756661891937256,-12.618742942810059,1.4487100839614868,-11.691193580627441,1.1403213739395142,-10.394463539123535,0.5112296938896179,-11.334746360778809,0.2017742544412613,0.23655798620931798,2.387998666364329,4.399420283647038
1339031563,-160.74839782714844,82.79684448242188,24.63448143005371,14.324508666992188,-17.036922454833984,5.883275032043457,5.883275032043457,3.3836770057678223,-26.373655319213867,-14.094427108764648,-15.474082946777344,-2.148644208908081,-4.527279853820801,2.4370174407958984,-13.371639251708984,-4.711373329162598,-12.411945343017578,-7.457834243774414,-12.425092697143555,1.7093192338943481,0.1290542404934524,1.697362778241938,3.741969389067448
1482686478,-37.305789947509766,53.91143035888672,14.057036399841309,29.753480911254883,3.1214213371276855,11.451380729675293,11.451380729675293,7.938433647155762,-9.571313858032227,1.8745099306106567,-13.03421401977539,4.882634162902832,-10.56257438659668,3.7324938774108887,-8.565807342529297,4.372783660888672,-6.563714027404785,3.183828592300415,-8.646553993225098,-1.033909559249878,0.17600317198988022,2.286866524819302,4.851838001837581
1371537430,-81.36204528808594,82.14656829833984,15.974959373474121,21.828746795654297,-3.1344106197357178,7.878566741943359,7.878566741943359,0.032694727182388306,-9.663249015808105,1.7564637660980225,-9.866185188293457,6.056432723999023,-6.680689811706543,6.6479315757751465,-5.547232627868652,10.389270782470703,2.645775318145752,11.846617698669434,-3.9159317016601562,2.244382381439209,0.11898899216087552,1.750608849415552,3.7808575897604175
1460666391,-126.39649963378906,71.07099914550781,1.9747756719589233,-6.575502395629883,-16.631338119506836,-1.7623391151428223,-1.7623391151428223,5.426033973693848,-6.354259490966797,4.034873008728027,-10.562996864318848,2.421722173690796,-11.707023620605469,2.9860012531280518,-5.160984039306641,6.443678855895996,-1.9511096477508545,2.651914119720459,-4.528121471405029,5.6137590408325195,0.09949614060906217,1.7599395563651223,3.632386000887321
1408761880,-133.7966766357422,96.77518463134766,19.817588806152344,27.770069122314453,-7.05717134475708,8.683488845825195,8.683488845825195,4.731940746307373,-19.163467407226562,-11.701290130615234,-14.403678894042969,-7.688488483428955,-11.75121021270752,-5.839632987976074,-13.499711036682129,-2.8437423706054688,-2.2380547523498535,0.6186208724975586,-10.057607650756836,-5.881703853607178,0.08376418810907704,1.3626504216410096,2.870999300209352
1323302937,8.500919342041016,62.42861557006836,13.116293907165527,16.38957405090332,1.9475191831588745,11.70014762878418,11.70014762878418,7.414812088012695,-10.598448753356934,9.020184516906738,-2.931130886077881,12.641936302185059,-2.9256601333618164,6.383230209350586,-8.185977935791016,3.565326452255249,-9.822240829467773,3.488051176071167,-11.012221336364746,4.4169230461120605,0.1613583478018342,2.2243908829292813,4.824807772415198
